0,0,0,0,0,0.47306006493034314,49612
0,0,0,0,1,0.0,0
0,0,0,0,2,0.0,0
0,0,0,0,3,0.0,0
0,0,0,0,4,0.0,0
0,0,0,1,0,0.44115221338989286,14
0,0,0,1,1,0.4391945594169688,30
0,0,0,1,2,0.03636453627374884,8
0,0,0,1,3,0.015186955795766772,1
0,0,0,1,4,0.47535097153864736,214
0,0,0,2,0,-0.4,1
0,0,0,2,1,0.0,0
0,0,0,2,2,0.0,0
0,0,0,2,3,0.0,0
0,0,0,2,4,0.0,0
0,0,1,0,0,0.0,0
0,0,1,0,1,0.0,0
0,0,1,0,2,0.0,0
0,0,1,0,3,0.0,0
0,0,1,0,4,1.1360000000000001,6
0,0,1,1,0,-0.05358544772154105,76
0,0,1,1,1,-0.38115702378246963,152
0,0,1,1,2,-0.07838209262018513,130
0,0,1,1,3,0.016081188552209462,219
0,0,1,1,4,0.015718985927768783,279
0,0,1,2,0,0.0,0
0,0,1,2,1,0.0,2
0,0,1,2,2,0.0,3
0,0,1,2,3,-5.0E-4,49
0,0,1,2,4,-0.3988011996,6
0,0,2,0,0,0.0,0
0,0,2,0,1,0.0,0
0,0,2,0,2,0.0,0
0,0,2,0,3,0.14508160000000003,8
0,0,2,0,4,0.4760000000000001,3
0,0,2,1,0,0.046227084575422704,335
0,0,2,1,1,0.045346749179124526,344
0,0,2,1,2,-0.3522309590979713,244
0,0,2,1,3,0.8224748139251319,417
0,0,2,1,4,-0.036530620076506135,331
0,0,2,2,0,-0.03869421039738513,25
0,0,2,2,1,0.3821926600535208,38
0,0,2,2,2,0.30147321733922916,35
0,0,2,2,3,0.39044395246603253,174
0,0,2,2,4,0.2986202420471415,75
0,0,3,0,0,0.0,0
0,0,3,0,1,0.0,0
0,0,3,0,2,0.0,0
0,0,3,0,3,0.0,0
0,0,3,0,4,0.0,0
0,0,3,1,0,0.0045327946058145874,107
0,0,3,1,1,-0.3949315181497216,157
0,0,3,1,2,-0.3864896368772825,176
0,0,3,1,3,0.2682942987246268,164
0,0,3,1,4,1.0490844529767116,485
0,0,3,2,0,0.0031274826790606337,296
0,0,3,2,1,0.07805882930561497,320
0,0,3,2,2,-0.3883036217341633,405
0,0,3,2,3,-0.32192293011208867,201
0,0,3,2,4,-0.39473395426745356,128
0,1,0,0,0,0.0,0
0,1,0,0,1,0.0,0
0,1,0,0,2,0.0,0
0,1,0,0,3,0.0,0
0,1,0,0,4,-0.03200000000000003,3
0,1,0,1,0,-0.75696613602626,2824
0,1,0,1,1,-0.09066806282967567,426
0,1,0,1,2,-0.021562169873580585,360
0,1,0,1,3,-0.1733625802100947,374
0,1,0,1,4,-0.3844865249631568,1073
0,1,0,2,0,-0.4367351293763663,1449
0,1,0,2,1,-0.13402778197950105,51
0,1,0,2,2,-0.08644320214732992,124
0,1,0,2,3,-0.004514118387909106,47
0,1,0,2,4,-0.2262287447716207,81
0,1,1,0,0,0.48252299221345274,38
0,1,1,0,1,0.0,0
0,1,1,0,2,0.006800651222501661,12
0,1,1,0,3,3.719375251026467E-4,2
0,1,1,0,4,-0.21051766844250652,41
0,1,1,1,0,0.4662505443661256,638
0,1,1,1,1,-0.4719113990753465,93
0,1,1,1,2,-0.36047663467547425,90
0,1,1,1,3,-0.3059626504739927,124
0,1,1,1,4,-0.18840157762502854,487
0,1,1,2,0,-0.7920541151570094,184
0,1,1,2,1,-0.40889985011541097,40
0,1,1,2,2,-0.39292024800553244,109
0,1,1,2,3,-0.23072246671791005,25
0,1,1,2,4,-0.04942300654292523,48
0,1,2,0,0,-0.13445098173630618,84
0,1,2,0,1,-8.714437208991719E-4,7
0,1,2,0,2,-0.4002246391436835,3
0,1,2,0,3,-0.06143999999999994,6
0,1,2,0,4,-0.13423824234568366,19
0,1,2,1,0,-0.5641247264679861,902
0,1,2,1,1,-0.5812274519285858,271
0,1,2,1,2,-0.42082296244716255,272
0,1,2,1,3,-0.1731216563384616,218
0,1,2,1,4,-0.33978114924941855,410
0,1,2,2,0,-0.8632285041407092,509
0,1,2,2,1,-0.39711704648660023,35
0,1,2,2,2,-0.37775694681859684,28
0,1,2,2,3,-0.2564205441850605,10
0,1,2,2,4,-0.10455107646532386,54
0,1,3,0,0,0.0,0
0,1,3,0,1,0.0,0
0,1,3,0,2,0.0,0
0,1,3,0,3,0.0,0
0,1,3,0,4,0.0,0
0,1,3,1,0,-0.5768803387432219,913
0,1,3,1,1,-0.3959040315198068,124
0,1,3,1,2,-0.7119737652696779,165
0,1,3,1,3,-0.6625850170055163,101
0,1,3,1,4,-0.2272991536964591,186
0,1,3,2,0,0.22179841300047312,343
0,1,3,2,1,0.43453992417705056,91
0,1,3,2,2,0.635443401367135,240
0,1,3,2,3,0.6530059164042409,550
0,1,3,2,4,0.6474809645990397,178
0,2,0,0,0,0.0,0
0,2,0,0,1,0.0,0
0,2,0,0,2,0.0,0
0,2,0,0,3,0.0,0
0,2,0,0,4,0.0,0
0,2,0,1,0,-0.7045153971159274,980
0,2,0,1,1,-0.6679657203111741,271
0,2,0,1,2,-0.25879122698317597,306
0,2,0,1,3,-0.20696882119924406,329
0,2,0,1,4,-0.7509280155335282,273
0,2,0,2,0,-2.320633419841114,742
0,2,0,2,1,-0.7670252863694417,24
0,2,0,2,2,-1.8476232870245364,31
0,2,0,2,3,-0.3494815939662711,27
0,2,0,2,4,-1.688692533132714,224
0,2,1,0,0,0.09972538721103869,14
0,2,1,0,1,0.09399644176695068,7
0,2,1,0,2,0.09552816551232485,22
0,2,1,0,3,-0.02264247636669045,10
0,2,1,0,4,-0.3064711389932706,14
0,2,1,1,0,-0.8870309584119308,956
0,2,1,1,1,-0.6110938577732085,47
0,2,1,1,2,-0.23955122259050615,159
0,2,1,1,3,-0.05412526036423649,66
0,2,1,1,4,-2.0438507906956036,137
0,2,1,2,0,-1.0677035083037703,151
0,2,1,2,1,-0.1404902119048543,6
0,2,1,2,2,-0.021688516619447797,7
0,2,1,2,3,-0.24440121014916596,8
0,2,1,2,4,-0.07318429120067887,33
0,2,2,0,0,0.0,0
0,2,2,0,1,0.095372883870154,3
0,2,2,0,2,0.0,1
0,2,2,0,3,-0.28979621973440006,8
0,2,2,0,4,0.07389796400000004,8
0,2,2,1,0,-1.678224402791882,959
0,2,2,1,1,-0.4933993603890681,98
0,2,2,1,2,-0.21424484872609717,180
0,2,2,1,3,-0.1084444424995204,109
0,2,2,1,4,-1.3533926834465637,244
0,2,2,2,0,-1.4003878211530687,404
0,2,2,2,1,-0.053989916341925064,28
0,2,2,2,2,-0.17640096347609133,25
0,2,2,2,3,-0.7795118292520403,70
0,2,2,2,4,-0.38179149364843085,98
0,2,3,0,0,0.0,0
0,2,3,0,1,0.0,0
0,2,3,0,2,0.0,0
0,2,3,0,3,0.0,0
0,2,3,0,4,0.0,0
0,2,3,1,0,-1.2602580808729553,862
0,2,3,1,1,-0.45024830612876465,89
